month,year,day,time,temperature
February,2019,1,12:54 AM,23Ê 
February,2019,1,1:29 AM,24Ê 
February,2019,1,1:54 AM,23Ê 
February,2019,1,2:32 AM,23Ê 
February,2019,1,2:54 AM,23Ê 
February,2019,1,3:54 AM,27Ê 
February,2019,1,4:54 AM,32Ê 
February,2019,1,5:54 AM,38Ê 
February,2019,1,6:54 AM,41Ê 
February,2019,1,7:54 AM,44Ê 
February,2019,1,8:54 AM,47Ê 
February,2019,1,9:54 AM,48Ê 
February,2019,1,10:54 AM,50Ê 
February,2019,1,11:54 AM,47Ê 
February,2019,1,12:54 PM,44Ê 
February,2019,1,1:54 PM,38Ê 
February,2019,1,2:54 PM,39Ê 
February,2019,1,3:54 PM,39Ê 
February,2019,1,4:54 PM,37Ê 
February,2019,1,5:54 PM,36Ê 
February,2019,1,6:54 PM,35Ê 
February,2019,1,7:54 PM,35Ê 
February,2019,1,8:54 PM,36Ê 
February,2019,1,9:54 PM,34Ê 
February,2019,1,10:54 PM,36Ê 
February,2019,1,11:37 PM,36Ê 
February,2019,1,11:54 PM,36Ê 
February,2019,2,12:20 AM,36Ê 
February,2019,2,12:38 AM,37Ê 
February,2019,2,12:54 AM,37Ê 
February,2019,2,1:05 AM,38Ê 
February,2019,2,1:54 AM,36Ê 
February,2019,2,2:13 AM,37Ê 
February,2019,2,2:54 AM,37Ê 
February,2019,2,3:54 AM,41Ê 
February,2019,2,4:54 AM,44Ê 
February,2019,2,5:54 AM,48Ê 
February,2019,2,6:54 AM,52Ê 
February,2019,2,7:54 AM,56Ê 
February,2019,2,8:54 AM,59Ê 
February,2019,2,9:54 AM,60Ê 
February,2019,2,10:54 AM,60Ê 
February,2019,2,11:54 AM,57Ê 
February,2019,2,12:54 PM,57Ê 
February,2019,2,1:54 PM,55Ê 
February,2019,2,2:54 PM,57Ê 
February,2019,2,3:54 PM,54Ê 
February,2019,2,4:54 PM,53Ê 
February,2019,2,5:54 PM,51Ê 
February,2019,2,6:54 PM,50Ê 
February,2019,2,7:54 PM,52Ê 
February,2019,2,8:54 PM,51Ê 
February,2019,2,9:04 PM,49Ê 
February,2019,2,9:54 PM,47Ê 
February,2019,2,10:37 PM,47Ê 
February,2019,2,10:54 PM,49Ê 
February,2019,2,11:26 PM,50Ê 
February,2019,2,11:54 PM,50Ê 
February,2019,3,12:54 AM,50Ê 
February,2019,3,1:54 AM,50Ê 
February,2019,3,2:54 AM,50Ê 
February,2019,3,3:54 AM,52Ê 
February,2019,3,4:54 AM,55Ê 
February,2019,3,5:54 AM,58Ê 
February,2019,3,6:54 AM,60Ê 
February,2019,3,7:54 AM,63Ê 
February,2019,3,8:54 AM,65Ê 
February,2019,3,9:54 AM,67Ê 
February,2019,3,10:54 AM,66Ê 
February,2019,3,11:54 AM,63Ê 
February,2019,3,12:54 PM,61Ê 
February,2019,3,1:54 PM,59Ê 
February,2019,3,2:54 PM,59Ê 
February,2019,3,3:54 PM,57Ê 
February,2019,3,4:54 PM,57Ê 
February,2019,3,5:54 PM,57Ê 
February,2019,3,6:54 PM,58Ê 
February,2019,3,7:54 PM,57Ê 
February,2019,3,8:54 PM,57Ê 
February,2019,3,9:32 PM,57Ê 
February,2019,3,9:54 PM,57Ê 
February,2019,3,10:54 PM,57Ê 
February,2019,3,11:54 PM,57Ê 
February,2019,4,12:54 AM,56Ê 
February,2019,4,1:11 AM,56Ê 
February,2019,4,1:54 AM,56Ê 
February,2019,4,2:54 AM,56Ê 
February,2019,4,3:54 AM,60Ê 
February,2019,4,4:54 AM,60Ê 
February,2019,4,5:45 AM,62Ê 
February,2019,4,5:54 AM,60Ê 
February,2019,4,6:08 AM,54Ê 
February,2019,4,6:54 AM,41Ê 
February,2019,4,7:01 AM,41Ê 
February,2019,4,7:54 AM,39Ê 
February,2019,4,8:54 AM,38Ê 
February,2019,4,9:19 AM,38Ê 
February,2019,4,9:54 AM,36Ê 
February,2019,4,10:11 AM,36Ê 
February,2019,4,10:54 AM,34Ê 
February,2019,4,11:54 AM,33Ê 
February,2019,4,12:54 PM,32Ê 
February,2019,4,1:54 PM,32Ê 
February,2019,4,2:54 PM,31Ê 
February,2019,4,3:54 PM,30Ê 
February,2019,4,4:54 PM,29Ê 
February,2019,4,5:54 PM,28Ê 
February,2019,4,6:10 PM,28Ê 
February,2019,4,6:54 PM,28Ê 
February,2019,4,7:54 PM,27Ê 
February,2019,4,8:54 PM,27Ê 
February,2019,4,9:54 PM,26Ê 
February,2019,4,10:54 PM,25Ê 
February,2019,4,11:54 PM,25Ê 
February,2019,5,12:38 AM,25Ê 
February,2019,5,12:54 AM,25Ê 
February,2019,5,1:17 AM,24Ê 
February,2019,5,1:54 AM,24Ê 
February,2019,5,2:54 AM,25Ê 
February,2019,5,3:54 AM,26Ê 
February,2019,5,4:54 AM,27Ê 
February,2019,5,5:54 AM,28Ê 
February,2019,5,6:54 AM,31Ê 
February,2019,5,7:54 AM,33Ê 
February,2019,5,8:54 AM,35Ê 
February,2019,5,9:54 AM,36Ê 
February,2019,5,10:54 AM,37Ê 
February,2019,5,11:03 AM,36Ê 
February,2019,5,11:52 AM,36Ê 
February,2019,5,11:54 AM,35Ê 
February,2019,5,12:54 PM,35Ê 
February,2019,5,12:57 PM,34Ê 
February,2019,5,1:54 PM,35Ê 
February,2019,5,2:54 PM,37Ê 
February,2019,5,3:18 PM,36Ê 
February,2019,5,3:40 PM,35Ê 
February,2019,5,3:52 PM,34Ê 
February,2019,5,3:54 PM,34Ê 
February,2019,5,4:18 PM,34Ê 
February,2019,5,4:54 PM,33Ê 
February,2019,5,5:35 PM,32Ê 
February,2019,5,5:54 PM,32Ê 
February,2019,5,6:54 PM,31Ê 
February,2019,5,7:04 PM,31Ê 
February,2019,5,7:54 PM,31Ê 
February,2019,5,8:09 PM,31Ê 
February,2019,5,8:43 PM,31Ê 
February,2019,5,8:54 PM,31Ê 
February,2019,5,9:09 PM,31Ê 
February,2019,5,9:31 PM,31Ê 
February,2019,5,9:40 PM,31Ê 
February,2019,5,9:54 PM,31Ê 
February,2019,5,10:08 PM,31Ê 
February,2019,5,10:25 PM,31Ê 
February,2019,5,10:36 PM,31Ê 
February,2019,5,10:46 PM,31Ê 
February,2019,5,10:54 PM,31Ê 
February,2019,5,11:09 PM,31Ê 
February,2019,5,11:32 PM,31Ê 
February,2019,5,11:54 PM,31Ê 
February,2019,6,12:15 AM,31Ê 
February,2019,6,12:30 AM,31Ê 
February,2019,6,12:45 AM,31Ê 
February,2019,6,12:54 AM,32Ê 
February,2019,6,1:07 AM,32Ê 
February,2019,6,1:16 AM,31Ê 
February,2019,6,1:48 AM,30Ê 
February,2019,6,1:54 AM,31Ê 
February,2019,6,2:54 AM,31Ê 
February,2019,6,3:54 AM,31Ê 
February,2019,6,4:54 AM,31Ê 
February,2019,6,5:54 AM,32Ê 
February,2019,6,6:54 AM,32Ê 
February,2019,6,7:29 AM,32Ê 
February,2019,6,7:45 AM,32Ê 
February,2019,6,7:54 AM,32Ê 
February,2019,6,8:28 AM,32Ê 
February,2019,6,8:39 AM,32Ê 
February,2019,6,8:46 AM,33Ê 
February,2019,6,8:54 AM,33Ê 
February,2019,6,9:15 AM,33Ê 
February,2019,6,9:25 AM,33Ê 
February,2019,6,9:32 AM,33Ê 
February,2019,6,9:54 AM,33Ê 
February,2019,6,10:54 AM,33Ê 
February,2019,6,11:54 AM,32Ê 
February,2019,6,12:54 PM,32Ê 
February,2019,6,1:34 PM,32Ê 
February,2019,6,1:54 PM,32Ê 
February,2019,6,2:54 PM,32Ê 
February,2019,6,3:54 PM,32Ê 
February,2019,6,4:02 PM,32Ê 
February,2019,6,4:18 PM,32Ê 
February,2019,6,4:54 PM,32Ê 
February,2019,6,5:16 PM,32Ê 
February,2019,6,5:27 PM,32Ê 
February,2019,6,5:35 PM,32Ê 
February,2019,6,5:40 PM,32Ê 
February,2019,6,5:50 PM,32Ê 
February,2019,6,5:54 PM,32Ê 
February,2019,6,6:01 PM,32Ê 
February,2019,6,6:13 PM,32Ê 
February,2019,6,6:34 PM,32Ê 
February,2019,6,6:54 PM,32Ê 
February,2019,6,7:05 PM,32Ê 
February,2019,6,7:27 PM,32Ê 
February,2019,6,7:35 PM,32Ê 
February,2019,6,7:42 PM,32Ê 
February,2019,6,7:54 PM,32Ê 
February,2019,6,8:03 PM,32Ê 
February,2019,6,8:16 PM,32Ê 
February,2019,6,8:33 PM,32Ê 
February,2019,6,8:41 PM,32Ê 
February,2019,6,8:54 PM,32Ê 
February,2019,6,8:58 PM,32Ê 
February,2019,6,9:09 PM,33Ê 
February,2019,6,9:41 PM,33Ê 
February,2019,6,9:54 PM,33Ê 
February,2019,6,10:02 PM,33Ê 
February,2019,6,10:43 PM,33Ê 
February,2019,6,10:54 PM,33Ê 
February,2019,6,11:21 PM,33Ê 
February,2019,6,11:30 PM,33Ê 
February,2019,6,11:44 PM,33Ê 
February,2019,6,11:54 PM,33Ê 
February,2019,7,12:01 AM,33Ê 
February,2019,7,12:23 AM,33Ê 
February,2019,7,12:30 AM,33Ê 
February,2019,7,12:47 AM,33Ê 
February,2019,7,12:54 AM,33Ê 
February,2019,7,1:54 AM,33Ê 
February,2019,7,2:08 AM,33Ê 
February,2019,7,2:54 AM,32Ê 
February,2019,7,2:58 AM,32Ê 
February,2019,7,3:54 AM,31Ê 
February,2019,7,4:01 AM,31Ê 
February,2019,7,4:18 AM,31Ê 
February,2019,7,4:54 AM,29Ê 
February,2019,7,5:54 AM,23Ê 
February,2019,7,6:54 AM,21Ê 
February,2019,7,7:54 AM,20Ê 
February,2019,7,8:54 AM,19Ê 
February,2019,7,9:31 AM,19Ê 
February,2019,7,9:50 AM,18Ê 
February,2019,7,9:54 AM,18Ê 
February,2019,7,10:54 AM,18Ê 
February,2019,7,11:54 AM,17Ê 
February,2019,7,12:54 PM,16Ê 
February,2019,7,1:54 PM,16Ê 
February,2019,7,2:27 PM,15Ê 
February,2019,7,2:54 PM,15Ê 
February,2019,7,3:54 PM,14Ê 
February,2019,7,4:54 PM,14Ê 
February,2019,7,5:13 PM,14Ê 
February,2019,7,5:54 PM,13Ê 
February,2019,7,6:25 PM,13Ê 
February,2019,7,6:54 PM,13Ê 
February,2019,7,7:54 PM,13Ê 
February,2019,7,8:16 PM,12Ê 
February,2019,7,8:54 PM,12Ê 
February,2019,7,9:54 PM,11Ê 
February,2019,7,10:54 PM,10Ê 
February,2019,7,11:54 PM,9Ê 
February,2019,8,12:54 AM,9Ê 
February,2019,8,1:54 AM,9Ê 
February,2019,8,2:54 AM,9Ê 
February,2019,8,3:54 AM,11Ê 
February,2019,8,4:51 AM,12Ê 
February,2019,8,4:54 AM,13Ê 
February,2019,8,5:54 AM,14Ê 
February,2019,8,6:54 AM,15Ê 
February,2019,8,7:54 AM,16Ê 
February,2019,8,8:54 AM,16Ê 
February,2019,8,9:54 AM,19Ê 
February,2019,8,10:54 AM,18Ê 
February,2019,8,11:54 AM,17Ê 
February,2019,8,12:54 PM,16Ê 
February,2019,8,1:54 PM,16Ê 
February,2019,8,2:54 PM,15Ê 
February,2019,8,3:54 PM,14Ê 
February,2019,8,4:54 PM,14Ê 
February,2019,8,5:54 PM,13Ê 
February,2019,8,6:54 PM,13Ê 
February,2019,8,7:54 PM,12Ê 
February,2019,8,8:54 PM,12Ê 
February,2019,8,9:54 PM,12Ê 
February,2019,8,10:54 PM,12Ê 
February,2019,8,11:54 PM,12Ê 
February,2019,9,12:54 AM,12Ê 
February,2019,9,1:54 AM,12Ê 
February,2019,9,2:54 AM,13Ê 
February,2019,9,3:54 AM,16Ê 
February,2019,9,4:54 AM,19Ê 
February,2019,9,5:54 AM,22Ê 
February,2019,9,6:54 AM,26Ê 
February,2019,9,7:54 AM,27Ê 
February,2019,9,8:54 AM,29Ê 
February,2019,9,9:54 AM,30Ê 
February,2019,9,10:54 AM,31Ê 
February,2019,9,11:54 AM,30Ê 
February,2019,9,12:54 PM,29Ê 
February,2019,9,1:54 PM,28Ê 
February,2019,9,2:54 PM,26Ê 
February,2019,9,3:54 PM,26Ê 
February,2019,9,4:54 PM,27Ê 
February,2019,9,5:54 PM,27Ê 
February,2019,9,6:54 PM,27Ê 
February,2019,9,7:54 PM,27Ê 
February,2019,9,8:54 PM,27Ê 
February,2019,9,9:54 PM,27Ê 
February,2019,9,10:54 PM,27Ê 
February,2019,9,11:37 PM,28Ê 
February,2019,9,11:54 PM,28Ê 
February,2019,10,12:54 AM,26Ê 
February,2019,10,1:01 AM,26Ê 
February,2019,10,1:06 AM,26Ê 
February,2019,10,1:17 AM,27Ê 
February,2019,10,1:24 AM,27Ê 
February,2019,10,1:54 AM,28Ê 
February,2019,10,2:54 AM,29Ê 
February,2019,10,3:54 AM,30Ê 
February,2019,10,4:34 AM,31Ê 
February,2019,10,4:54 AM,31Ê 
February,2019,10,5:54 AM,32Ê 
February,2019,10,5:59 AM,32Ê 
February,2019,10,6:54 AM,33Ê 
February,2019,10,6:58 AM,33Ê 
February,2019,10,7:06 AM,33Ê 
February,2019,10,7:54 AM,33Ê 
February,2019,10,8:51 AM,34Ê 
February,2019,10,8:54 AM,33Ê 
February,2019,10,9:54 AM,33Ê 
February,2019,10,10:54 AM,34Ê 
February,2019,10,11:54 AM,34Ê 
February,2019,10,12:01 PM,34Ê 
February,2019,10,12:31 PM,34Ê 
February,2019,10,12:54 PM,34Ê 
February,2019,10,1:54 PM,34Ê 
February,2019,10,2:46 PM,33Ê 
February,2019,10,2:54 PM,33Ê 
February,2019,10,3:54 PM,33Ê 
February,2019,10,4:13 PM,33Ê 
February,2019,10,4:27 PM,33Ê 
February,2019,10,4:50 PM,34Ê 
February,2019,10,4:54 PM,33Ê 
February,2019,10,5:24 PM,33Ê 
February,2019,10,5:33 PM,33Ê 
February,2019,10,5:54 PM,33Ê 
February,2019,10,6:54 PM,33Ê 
February,2019,10,7:36 PM,33Ê 
February,2019,10,7:42 PM,33Ê 
February,2019,10,7:54 PM,33Ê 
February,2019,10,8:41 PM,33Ê 
February,2019,10,8:54 PM,33Ê 
February,2019,10,9:07 PM,33Ê 
February,2019,10,9:17 PM,33Ê 
February,2019,10,9:54 PM,33Ê 
February,2019,10,10:54 PM,33Ê 
February,2019,10,11:54 PM,33Ê 
February,2019,11,12:06 AM,33Ê 
February,2019,11,12:54 AM,33Ê 
February,2019,11,1:21 AM,33Ê 
February,2019,11,1:39 AM,33Ê 
February,2019,11,1:54 AM,33Ê 
February,2019,11,2:54 AM,33Ê 
February,2019,11,3:41 AM,33Ê 
February,2019,11,3:49 AM,34Ê 
February,2019,11,3:50 AM,33Ê 
February,2019,11,4:54 AM,34Ê 
February,2019,11,5:54 AM,35Ê 
February,2019,11,6:22 AM,35Ê 
February,2019,11,6:54 AM,36Ê 
February,2019,11,7:54 AM,36Ê 
February,2019,11,8:54 AM,36Ê 
February,2019,11,9:54 AM,36Ê 
February,2019,11,10:54 AM,36Ê 
February,2019,11,11:54 AM,36Ê 
February,2019,11,12:12 PM,36Ê 
February,2019,11,12:54 PM,35Ê 
February,2019,11,1:54 PM,36Ê 
February,2019,11,2:54 PM,36Ê 
February,2019,11,3:12 PM,36Ê 
February,2019,11,3:29 PM,36Ê 
February,2019,11,3:54 PM,35Ê 
February,2019,11,4:54 PM,36Ê 
February,2019,11,5:14 PM,36Ê 
February,2019,11,5:54 PM,36Ê 
February,2019,11,6:54 PM,35Ê 
February,2019,11,7:04 PM,35Ê 
February,2019,11,7:54 PM,35Ê 
February,2019,11,8:18 PM,35Ê 
February,2019,11,8:40 PM,34Ê 
February,2019,11,8:54 PM,34Ê 
February,2019,11,9:54 PM,34Ê 
February,2019,11,10:33 PM,33Ê 
February,2019,11,10:42 PM,33Ê 
February,2019,11,10:54 PM,33Ê 
February,2019,11,11:02 PM,33Ê 
February,2019,11,11:09 PM,33Ê 
February,2019,11,11:54 PM,33Ê 
February,2019,12,12:33 AM,33Ê 
February,2019,12,12:54 AM,33Ê 
February,2019,12,1:19 AM,33Ê 
February,2019,12,1:46 AM,32Ê 
February,2019,12,1:54 AM,32Ê 
February,2019,12,2:54 AM,32Ê 
February,2019,12,3:54 AM,32Ê 
February,2019,12,4:54 AM,31Ê 
February,2019,12,5:54 AM,30Ê 
February,2019,12,6:54 AM,30Ê 
February,2019,12,7:54 AM,32Ê 
February,2019,12,8:54 AM,36Ê 
February,2019,12,9:54 AM,37Ê 
February,2019,12,10:54 AM,37Ê 
February,2019,12,11:54 AM,36Ê 
February,2019,12,12:54 PM,33Ê 
February,2019,12,1:54 PM,31Ê 
February,2019,12,2:54 PM,30Ê 
February,2019,12,3:54 PM,30Ê 
February,2019,12,4:54 PM,30Ê 
February,2019,12,5:54 PM,30Ê 
February,2019,12,6:54 PM,29Ê 
February,2019,12,7:54 PM,27Ê 
February,2019,12,8:54 PM,26Ê 
February,2019,12,9:54 PM,26Ê 
February,2019,12,10:54 PM,25Ê 
February,2019,12,11:54 PM,24Ê 
February,2019,13,12:54 AM,24Ê 
February,2019,13,1:54 AM,25Ê 
February,2019,13,2:54 AM,26Ê 
February,2019,13,3:54 AM,29Ê 
February,2019,13,4:54 AM,30Ê 
February,2019,13,5:54 AM,34Ê 
February,2019,13,6:54 AM,37Ê 
February,2019,13,7:54 AM,41Ê 
February,2019,13,8:54 AM,44Ê 
February,2019,13,9:54 AM,46Ê 
February,2019,13,10:54 AM,47Ê 
February,2019,13,11:54 AM,47Ê 
February,2019,13,12:54 PM,46Ê 
February,2019,13,1:54 PM,46Ê 
February,2019,13,2:54 PM,44Ê 
February,2019,13,3:54 PM,43Ê 
February,2019,13,4:54 PM,43Ê 
February,2019,13,5:54 PM,43Ê 
February,2019,13,6:54 PM,43Ê 
February,2019,13,7:54 PM,43Ê 
February,2019,13,8:54 PM,41Ê 
February,2019,13,9:54 PM,43Ê 
February,2019,13,10:54 PM,44Ê 
February,2019,13,11:54 PM,41Ê 
February,2019,14,12:54 AM,41Ê 
February,2019,14,1:54 AM,41Ê 
February,2019,14,2:54 AM,43Ê 
February,2019,14,3:54 AM,46Ê 
February,2019,14,4:54 AM,52Ê 
February,2019,14,5:54 AM,55Ê 
February,2019,14,6:54 AM,58Ê 
February,2019,14,7:54 AM,60Ê 
February,2019,14,8:54 AM,60Ê 
February,2019,14,9:54 AM,58Ê 
February,2019,14,10:54 AM,57Ê 
February,2019,14,11:54 AM,54Ê 
February,2019,14,12:54 PM,47Ê 
February,2019,14,1:54 PM,38Ê 
February,2019,14,2:54 PM,35Ê 
February,2019,14,3:54 PM,32Ê 
February,2019,14,4:01 PM,32Ê 
February,2019,14,4:54 PM,30Ê 
February,2019,14,5:05 PM,30Ê 
February,2019,14,5:54 PM,27Ê 
February,2019,14,6:54 PM,26Ê 
February,2019,14,7:54 PM,24Ê 
February,2019,14,8:54 PM,23Ê 
February,2019,14,9:54 PM,22Ê 
February,2019,14,10:54 PM,20Ê 
February,2019,14,11:54 PM,20Ê 
